Date,Open,High,Low,Close,Adj Close,Volume,Predicted Yield,MSE,RMSE,MAE,MAPE
2023-02-14,3.886,4.038,3.815,4.003,4.003,0.0,4.011574621192472,0.015768985487632833,0.12557462119247198,0.12557462119247198,3.2314622025854853
2023-02-15,4.019,4.069,3.989,4.04,4.04,0.0,4.043445137340872,0.0005975647396140975,0.02444513734087206,0.02444513734087206,0.6082392968617083
2023-02-16,4.019,4.091,4.005,4.048,4.048,0.0,4.140973148649111,0.014877448991377997,0.12197314864911046,0.12197314864911046,3.0349128800475356
2023-02-17,4.102,4.113,4.033,4.036,4.036,0.0,4.068113160750169,0.001148317874343905,0.03388683924983127,0.03388683924983127,0.8261052961928637
2023-02-20,,,,,,,,,,,
2023-02-21,4.103,4.185,4.094,4.175,4.175,0.0,4.176931115646198,0.0054658098606915565,0.07393111564619836,0.07393111564619836,1.8018794941798286
2023-02-22,4.142,4.164,4.116,4.151,4.151,0.0,4.135332812043429,4.445139524825067e-05,0.0066671879565713965,0.0066671879565713965,0.16096542628129878
2023-02-23,4.147,4.189,4.087,4.105,4.105,0.0,4.111779993448726,0.0012404488614717833,0.035220006551274,0.035220006551274,0.8492888003683143
2023-02-24,4.154,4.243,4.152,4.21,4.21,0.0,4.29143639547472,0.018888762801083567,0.13743639547471975,0.13743639547471975,3.3085314269311445
2023-02-27,4.224,4.224,4.154,4.173,4.173,0.0,4.179482175044711,0.001981836738749742,0.04451782495528889,0.04451782495528889,1.0539257801914983
2023-02-28,4.191,4.229,4.159,4.168,4.168,0.0,4.127439411129318,0.004039948457587843,0.06356058887068183,0.06356058887068183,1.5165972052178915
2023-03-01,4.203,4.279,4.198,4.263,4.263,0.0,4.235347084991563,0.0010463339074513875,0.0323470849915628,0.0323470849915628,0.769618962444987
2023-03-02,4.314,4.35,4.304,4.325,4.325,0.0,4.393777439087524,0.006364439787363548,0.07977743908752366,0.07977743908752366,1.8492684072212253
2023-03-03,4.279,4.317,4.24,4.253,4.253,0.0,4.216173734886389,0.003947139588125777,0.06282626511361133,0.06282626511361133,1.4682464387382879
2023-03-06,4.198,4.276,4.191,4.271,4.271,0.0,4.259797980980483,0.003818990453264132,0.06179798098048295,0.06179798098048295,1.472081490721366
2023-03-07,4.237,4.329,4.218,4.315,4.315,0.0,4.177145463672117,0.0035825655190258737,0.05985453632788307,0.05985453632788307,1.4126631184300935
2023-03-08,4.329,4.351,4.25,4.336,4.336,0.0,4.351701291851753,0.0005153486517384703,0.02270129185175307,0.02270129185175307,0.524400366175862
2023-03-09,4.351,4.358,4.186,4.221,4.221,0.0,4.3411131411522,9.774997787631775e-05,0.009886858847799829,0.009886858847799829,0.22723187423120728
2023-03-10,4.089,4.119,3.928,3.954,3.954,0.0,4.066278949515269,0.0005162461351297275,0.02272105048473172,0.02272105048473172,0.5556627655840479
2023-03-13,3.663,3.742,3.55,3.666,3.666,0.0,3.6776841842974,0.00021562526848001963,0.014684184297400371,0.014684184297400371,0.40087863219766234
2023-03-14,3.778,3.909,3.749,3.798,3.798,0.0,3.837734134819418,0.003568166862624409,0.05973413481941803,0.05973413481941803,1.5811046802386985
2023-03-15,3.652,3.652,3.445,3.578,3.578,0.0,3.450182009238883,0.04073050139485442,0.20181799076111728,0.20181799076111728,5.526231948551952
2023-03-16,3.53,3.75,3.46,3.742,3.742,0.0,3.561925827668391,0.0010192584723118232,0.03192582766839136,0.03192582766839136,0.9044143815408319
2023-03-17,3.653,3.653,3.459,3.466,3.466,0.0,3.6141726739950726,0.001507561244692915,0.03882732600492744,0.03882732600492744,1.062888749108334
2023-03-20,3.432,3.624,3.432,3.575,3.575,0.0,3.5777130363311267,0.021232288956836265,0.14571303633112676,0.14571303633112676,4.245717841816048
2023-03-21,3.71,3.757,3.661,3.746,3.746,0.0,3.7628818115618716,0.002796485994065303,0.05288181156187166,0.05288181156187166,1.425385756384681
2023-03-22,3.784,3.8,3.517,3.573,3.573,0.0,3.6094243365996284,0.030476662251679793,0.17457566340037145,0.17457566340037145,4.6135217600521
2023-03-23,3.544,3.575,3.402,3.417,3.417,0.0,3.538698531466552,2.810556861113735e-05,0.005301468533447817,0.005301468533447817,0.14958996990541246
2023-03-24,3.246,3.423,3.246,3.409,3.409,0.0,3.332594644498044,0.00749863245574264,0.0865946444980441,0.0865946444980441,2.667733964819597
2023-03-27,3.545,3.61,3.533,3.595,3.595,0.0,3.6519644268140667,0.011441388603661855,0.10696442681406682,0.10696442681406682,3.017332209141518
2023-03-28,3.629,3.686,3.593,3.662,3.662,0.0,3.6568871238024774,0.0007776916739747002,0.027887123802477376,0.027887123802477376,0.7684520199084425
2023-03-29,3.684,3.722,3.639,3.675,3.675,0.0,3.6919263229446546,6.282659542295561e-05,0.007926322944654451,0.007926322944654451,0.21515534594610344
2023-03-30,3.687,3.727,3.66,3.663,3.663,0.0,3.6820524836837163,2.447791769989185e-05,0.00494751631628354,0.00494751631628354,0.13418812900145213
2023-03-31,3.692,3.699,3.611,3.611,3.611,0.0,3.6805812100528907,0.0001303887638562074,0.011418789947109431,0.011418789947109431,0.309284668123224
2023-04-03,3.637,3.649,3.501,3.529,3.529,0.0,3.557631534942909,0.0062993532455187014,0.07936846505709116,0.07936846505709116,2.1822508951633535
2023-04-04,3.563,3.577,3.386,3.388,3.388,0.0,3.532917199884895,0.0009049748627653616,0.030082800115105002,0.030082800115105002,0.8443109771289644
2023-04-05,3.349,3.366,3.269,3.344,3.344,0.0,3.2524185275918867,0.009327980812519197,0.09658147240811354,0.09658147240811354,2.883889889761527
2023-04-06,3.302,3.374,3.278,3.357,3.357,0.0,3.418977525689577,0.013683741516455667,0.11697752568957709,0.11697752568957709,3.5426264594057266
2023-04-07,,,,,,,,,,,
2023-04-10,3.468,3.54,3.454,3.519,3.519,0.0,3.5141585317490067,0.002130610053224064,0.04615853174900675,0.04615853174900675,1.3309841911478302
2023-04-11,3.507,3.575,3.488,3.55,3.55,0.0,3.431656592487505,0.005676629055593891,0.07534340751249502,0.07534340751249502,2.1483720419873116
2023-04-12,3.554,3.576,3.402,3.476,3.476,0.0,3.494265710257359,0.003568185371057753,0.05973428974264072,0.05973428974264072,1.6807622324884843
2023-04-13,3.493,3.518,3.413,3.507,3.507,0.0,3.392526694277877,0.010094885162731148,0.10047330572212276,0.10047330572212276,2.8764187152053466
2023-04-14,3.504,3.625,3.498,3.611,3.611,0.0,3.480760357593525,0.0005400809791808271,0.023239642406474914,0.023239642406474914,0.6632318038377544
2023-04-17,3.647,3.703,3.632,3.693,3.693,0.0,3.602103704365562,0.0020156773616948447,0.044896295634437866,0.044896295634437866,1.2310473165461437
2023-04-18,3.677,3.705,3.646,3.675,3.675,0.0,3.62331745562658,0.002881815570404197,0.053682544373419905,0.053682544373419905,1.459954973440846
2023-04-19,3.749,3.75,3.708,3.722,3.722,0.0,3.723929401568392,0.0006285349057189552,0.025070598431608193,0.025070598431608193,0.668727618874585
2023-04-20,3.668,3.682,3.616,3.64,3.64,0.0,3.590620478608568,0.005987590330767135,0.07737952139143234,0.07737952139143234,2.1095834621437386
2023-04-21,3.616,3.673,3.581,3.661,3.661,0.0,3.7110870784825267,0.009041552494342178,0.09508707848252662,0.09508707848252662,2.6296205332557143
2023-04-24,3.637,3.637,3.59,3.605,3.605,0.0,3.5291814702523547,0.011624835356943869,0.10781852974764528,0.10781852974764528,2.964490782173365
2023-04-25,3.517,3.517,3.418,3.442,3.442,0.0,3.427754646106231,0.007964733191624065,0.08924535389376897,0.08924535389376897,2.5375420498654813
2023-04-26,3.466,3.524,3.423,3.48,3.48,0.0,3.4720352064481492,3.6423716871779664e-05,0.006035206448149033,0.006035206448149033,0.17412597946188785
2023-04-27,3.485,3.609,3.478,3.602,3.602,0.0,3.6328383248394136,0.021856170291324015,0.14783832483941373,0.14783832483941373,4.242132707013306
2023-04-28,3.56,3.583,3.509,3.536,3.536,0.0,3.515242635530343,0.0020032216742697,0.044757364469656835,0.044757364469656835,1.2572293390353044
2023-05-01,3.574,3.633,3.534,3.633,3.633,0.0,3.5760944051663963,4.38653300102824e-06,0.0020944051663964736,0.0020944051663964736,0.058601151829783815
2023-05-02,3.597,3.622,3.442,3.466,3.466,0.0,3.567343791947783,0.0008794906760363753,0.029656208052216915,0.029656208052216915,0.8244706158525692
2023-05-03,3.445,3.452,3.361,3.411,3.411,0.0,3.340758558306389,0.010866278166362512,0.10424144169361105,0.10424144169361105,3.025876391686823
2023-05-04,3.295,3.38,3.205,3.276,3.276,0.0,3.2480372783297558,0.002205497226676822,0.04696272167024418,0.04696272167024418,1.4252722813427672
2023-05-05,3.344,3.441,3.344,3.419,3.419,0.0,3.404665102987922,0.0036802547205351754,0.06066510298792194,0.06066510298792194,1.81414781662446
2023-05-08,3.476,3.502,3.453,3.5,3.5,0.0,3.543831922755774,0.004601169744745289,0.06783192275577399,0.06783192275577399,1.9514362127668006
2023-05-09,3.474,3.524,3.471,3.495,3.495,0.0,3.592957744781868,0.014150945043587975,0.11895774478186771,0.11895774478186771,3.424229844037643
2023-05-10,3.498,3.552,3.359,3.373,3.373,0.0,3.432276663368093,0.0043195569780310255,0.06572333663190744,0.06572333663190744,1.8788832656348609
2023-05-11,3.347,3.366,3.282,3.359,3.359,0.0,3.26673552306862,0.006442386257068005,0.08026447693137984,0.08026447693137984,2.398102089374958
2023-05-12,3.376,3.453,3.355,3.451,3.451,0.0,3.3879180273629235,0.00014203937622339513,0.011918027362923578,0.011918027362923578,0.35302213752735717
2023-05-15,3.484,3.486,3.436,3.469,3.469,0.0,3.4587543616084933,0.0006373422577947186,0.02524563839150673,0.02524563839150673,0.724616486553006
2023-05-16,3.444,3.555,3.444,3.522,3.522,0.0,3.519076437806721,0.0056364715137464825,0.07507643780672124,0.07507643780672124,2.179919796943125
2023-05-17,3.508,3.602,3.507,3.592,3.592,0.0,3.6284099071242415,0.014498545733668461,0.12040990712424149,0.12040990712424149,3.4324374892885254
2023-05-18,3.611,3.704,3.611,3.698,3.698,0.0,3.7120828376334214,0.01021774006402459,0.10108283763342119,0.10108283763342119,2.79930317456165
2023-05-19,3.714,3.786,3.66,3.748,3.748,0.0,3.6337015002933715,0.006447849055135417,0.0802984997066285,0.0802984997066285,2.1620489958704496
2023-05-22,3.739,3.787,3.718,3.767,3.767,0.0,3.68475260026715,0.0029427803777756236,0.05424739973285009,0.05424739973285009,1.4508531621516472
2023-05-23,3.808,3.826,3.739,3.748,3.748,0.0,3.807264478241814,5.409922567645799e-07,0.0007355217581856976,0.0007355217581856976,0.01931517222126307
2023-05-24,3.734,3.822,3.734,3.782,3.782,0.0,3.716809883765386,0.0002955000961595465,0.017190116234614194,0.017190116234614194,0.46036733354617554
2023-05-25,3.812,3.896,3.786,3.896,3.896,0.0,3.759550710465047,0.0027509279727212935,0.05244928953495265,0.05244928953495265,1.3758995156073621
2023-05-26,3.887,3.99,3.868,3.938,3.938,0.0,3.8991052724219863,0.00014653762041050292,0.012105272421986335,0.012105272421986335,0.31142969956229316
2023-05-29,,,,,,,,,,,
2023-05-30,3.84,3.89,3.814,3.826,3.826,0.0,3.8416175007667066,2.6163087302969163e-06,0.0016175007667067476,0.0016175007667067476,0.04212241579965489
2023-05-31,3.762,3.812,3.736,3.743,3.743,0.0,3.7473272894555008,0.00021528843472265967,0.014672710544499257,0.014672710544499257,0.3900242037346958
2023-06-01,3.777,3.786,3.665,3.701,3.701,0.0,3.6405921935114356,0.018607089671021673,0.13640780648856454,0.13640780648856454,3.6115384296681103
2023-06-02,3.717,3.856,3.715,3.842,3.842,0.0,3.711159247446222,3.411439039446456e-05,0.005840752553778028,0.005840752553778028,0.1571361999940282
2023-06-05,3.903,3.919,3.792,3.83,3.83,0.0,3.8180833080699377,0.007210844568345116,0.08491669193006235,0.08491669193006235,2.1756774770705185
2023-06-06,3.816,3.882,3.816,3.856,3.856,0.0,3.8907922830371766,0.005593885601913161,0.07479228303717678,0.07479228303717678,1.9599654883956181
2023-06-07,3.856,3.96,3.851,3.919,3.919,0.0,3.9176893057438904,0.0038055704431632052,0.06168930574389053,0.06168930574389053,1.5998263937730948
2023-06-08,3.953,3.958,3.846,3.856,3.856,0.0,3.805151207487828,0.021859265447307184,0.14784879251217165,0.14784879251217165,3.7401667723797534
2023-06-09,3.911,3.938,3.86,3.92,3.92,0.0,3.873047244522919,0.0014404116483031095,0.0379527554770811,0.0379527554770811,0.9704105210197163
2023-06-12,3.904,3.954,3.874,3.917,3.917,0.0,3.92143275711416,0.0003039010206013012,0.017432757114160147,0.017432757114160147,0.4465357867356595
2023-06-13,3.887,4.024,3.817,4.021,4.021,0.0,4.014958910799395,0.016373482852967535,0.12795891079939503,0.12795891079939503,3.2919709493026765
2023-06-14,3.984,4.094,3.938,4.009,4.009,0.0,4.020433132084315,0.0013273731134731254,0.03643313208431476,0.03643313208431476,0.914486247096254
2023-06-15,4.046,4.071,3.91,3.924,3.924,0.0,4.060097965402845,0.00019875262849979652,0.014097965402844359,0.014097965402844359,0.3484420514790993
2023-06-16,3.956,4.038,3.94,3.992,3.992,0.0,3.9026243417347044,0.0028489608952536136,0.053375658265295556,0.053375658265295556,1.3492330198507472
2023-06-19,,,,,,,,,,,
2023-06-20,3.955,4.006,3.919,3.96,3.96,0.0,3.9207171737173194,0.0011753121779284588,0.034282826282680645,0.034282826282680645,0.8668224091701806
2023-06-21,3.99,4.017,3.934,3.955,3.955,0.0,4.035533741815848,0.002073321643752276,0.045533741815847684,0.045533741815847684,1.141196536738037
2023-06-22,3.969,4.051,3.936,4.046,4.046,0.0,3.9192491193407126,0.0024751501263746405,0.04975088065928723,0.04975088065928723,1.253486537145055
2023-06-23,3.97,4.019,3.929,3.995,3.995,0.0,3.950377991095339,0.00038502323345459703,0.019622008904661037,0.019622008904661037,0.49425715125090774
2023-06-26,3.949,3.986,3.927,3.963,3.963,0.0,4.029396897790062,0.006463661174265709,0.0803968977900622,0.0803968977900622,2.0358799136506005
2023-06-27,3.965,4.043,3.943,4.034,4.034,0.0,3.962774941485132,4.950885394585528e-06,0.0022250585148677615,0.0022250585148677615,0.056117490917219716
2023-06-28,4.004,4.04,3.967,3.972,3.972,0.0,3.965504152652964,0.0014819302629662503,0.03849584734703537,0.03849584734703537,0.9614347489269575
2023-06-29,4.016,4.155,4.016,4.143,4.143,0.0,4.128807082285033,0.01272543781366223,0.11280708228503311,0.11280708228503311,2.808941291957996
2023-06-30,4.159,4.168,4.101,4.133,4.133,0.0,4.091732920055427,0.004524860044269565,0.06726707994457293,0.06726707994457293,1.6173859087418352
2023-07-03,4.193,4.196,4.091,4.191,4.191,0.0,4.226885880070745,0.0011482528681689658,0.03388588007074578,0.03388588007074578,0.8081535910027613
2023-07-04,,,,,,,,,,,
2023-07-05,4.187,4.255,4.168,4.255,4.255,0.0,4.267642903172373,0.0065032778320686544,0.08064290317237255,0.08064290317237255,1.9260306465816228
2023-07-06,4.342,4.495,4.342,4.366,4.366,0.0,4.320621771036731,0.00045702867360592115,0.021378228963268242,0.021378228963268242,0.4923590272516869
2023-07-07,4.403,4.438,4.29,4.337,4.337,0.0,4.273126427951593,0.016867144716612704,0.12987357204840677,0.12987357204840677,2.9496609595368333
2023-07-10,4.317,4.358,4.232,4.246,4.246,0.0,4.3235635511752175,4.308020402969695e-05,0.0065635511752173414,0.0065635511752173414,0.1520396380638717
2023-07-11,4.227,4.259,4.218,4.239,4.239,0.0,4.14131977620496,0.007341100749568182,0.08568022379504026,0.08568022379504026,2.0269747763198542
2023-07-12,4.19,4.206,4.056,4.07,4.07,0.0,4.205420549755884,0.00023779335477367098,0.01542054975588325,0.01542054975588325,0.3680322137442303
2023-07-13,4.014,4.042,3.933,3.935,3.935,0.0,4.052655255377029,0.0014942287682633438,0.038655255377029185,0.038655255377029185,0.9630108464631087
2023-07-14,3.973,4.04,3.956,4.031,4.031,0.0,3.919639490735243,0.0028473439489941814,0.05336050926475666,0.05336050926475666,1.3430785115720278
2023-07-17,3.986,4.051,3.986,4.001,4.001,0.0,4.092127025872936,0.011262945620634847,0.1061270258729361,0.1061270258729361,2.662494377143404
2023-07-18,3.951,4.007,3.924,4.001,4.001,0.0,3.912464064484228,0.0014850183260757337,0.038535935515771946,0.038535935515771946,0.975346381062312
2023-07-19,3.956,4.015,3.938,3.972,3.972,0.0,4.022987092631746,0.004487270579254173,0.0669870926317464,0.0669870926317464,1.6933036560097676
2023-07-20,4.049,4.127,4.049,4.1,4.1,0.0,4.004377985199812,0.001991124204828208,0.044622014800188126,0.044622014800188126,1.1020502543884445
2023-07-21,4.093,4.102,4.068,4.093,4.093,0.0,4.170824521931213,0.006056656213821789,0.07782452193121259,0.07782452193121259,1.9014053733499288
2023-07-24,4.058,4.139,4.049,4.127,4.127,0.0,4.182490033249357,0.015497768378425964,0.12449003324935681,0.12449003324935681,3.0677681924434896
2023-07-25,4.168,4.207,4.16,4.193,4.193,0.0,4.120035587526798,0.002300584863899428,0.04796441247320171,0.04796441247320171,1.1507776505086782
2023-07-26,4.148,4.197,4.083,4.083,4.083,0.0,4.176711441253441,0.0008243468588498093,0.028711441253441272,0.028711441253441272,0.6921755364860481
2023-07-27,4.092,4.26,4.083,4.251,4.251,0.0,4.103800889472514,0.00013926099234249983,0.011800889472514342,0.011800889472514342,0.28838928329702695
2023-07-28,4.181,4.221,4.156,4.195,4.195,0.0,4.152070036600995,0.000836942782267756,0.028929963399004777,0.028929963399004777,0.691938851925491
2023-07-31,4.19,4.206,4.148,4.179,4.179,0.0,4.141393682742695,0.0023625740773178094,0.04860631725730524,0.04860631725730524,1.1600553044702921
2023-08-01,4.214,4.253,4.197,4.249,4.249,0.0,4.263125113520059,0.0024132767783586174,0.04912511352005833,0.04912511352005833,1.1657596943535435
2023-08-02,4.225,4.29,4.22,4.241,4.241,0.0,4.3229815455484815,0.009600383268069217,0.09798154554848182,0.09798154554848182,2.3190898354670257
2023-08-03,4.279,4.315,4.253,4.301,4.301,0.0,4.3815917726967575,0.010525071825063171,0.10259177269675757,0.10259177269675757,2.3975642135255333
2023-08-04,4.326,4.402,4.163,4.163,4.163,0.0,4.295881970964769,0.0009070956729670161,0.030118029035230975,0.030118029035230975,0.6962096402041372
2023-08-07,4.209,4.209,4.144,4.151,4.151,0.0,4.1873739398129945,0.0004676864792119662,0.02162606018700508,0.02162606018700508,0.5138051838205057
2023-08-08,4.104,4.125,4.081,4.113,4.113,0.0,4.123570941598941,0.0003830217550691556,0.019570941598940905,0.019570941598940905,0.476874795295831
2023-08-09,4.134,4.135,4.092,4.128,4.128,0.0,4.167809078460047,0.001143053786317561,0.033809078460046216,0.033809078460046216,0.8178296676353703
2023-08-10,4.098,4.225,4.067,4.202,4.202,0.0,4.183146897589731,0.007249994169156202,0.08514689758973137,0.08514689758973137,2.077767144698179
2023-08-11,4.216,4.31,4.193,4.308,4.308,0.0,4.2124750054640225,1.242558647867232e-05,0.0035249945359776547,0.0035249945359776547,0.08360992732394816
2023-08-14,4.333,4.381,4.315,4.356,4.356,0.0,4.370359091756776,0.0013957017368911992,0.037359091756775875,0.037359091756775875,0.8621992097109595
2023-08-15,4.397,4.449,4.307,4.38,4.38,0.0,4.414972337352255,0.0003230049099032566,0.017972337352254897,0.017972337352254897,0.4087408995281987
2023-08-16,4.351,4.415,4.332,4.408,4.408,0.0,4.375423451472918,0.0005965049818499923,0.024423451472918245,0.024423451472918245,0.5613296132594403
2023-08-17,4.408,4.467,4.392,4.439,4.439,0.0,4.350404272182761,0.0033172678627975275,0.05759572781723943,0.05759572781723943,1.3066181446742158
2023-08-18,4.378,4.407,4.352,4.382,4.382,0.0,4.302065440502522,0.005766057326076004,0.07593455949747785,0.07593455949747785,1.7344577317834138
2023-08-21,4.403,4.473,4.396,4.459,4.459,0.0,4.452425381323347,0.0024428683189582977,0.049425381323347395,0.049425381323347395,1.122538753653132
2023-08-22,4.439,4.499,4.438,4.479,4.479,0.0,4.457181177380779,0.0003305552109513403,0.018181177380778735,0.018181177380778735,0.40957822439240227
2023-08-23,4.438,4.452,4.345,4.361,4.361,0.0,4.432260435612736,3.294259935554122e-05,0.005739564387263307,0.005739564387263307,0.1293277239130984
2023-08-24,4.388,4.418,4.361,4.404,4.404,0.0,4.405724704532503,0.00031416515076452726,0.017724704532502855,0.017724704532502855,0.4039358371126448
2023-08-25,4.42,4.489,4.395,4.433,4.433,0.0,4.531804301514698,0.012500201837189476,0.11180430151469789,0.11180430151469789,2.529509084042939
2023-08-28,4.449,4.449,4.403,4.412,4.412,0.0,4.492476826743974,0.001890234463725515,0.043476826743973795,0.043476826743973795,0.9772269441216856
2023-08-29,4.4,4.423,4.263,4.277,4.277,0.0,4.3613784631875365,0.001491623105756499,0.03862153681246383,0.03862153681246383,0.8777622002832688
2023-08-30,4.286,4.305,4.228,4.273,4.273,0.0,4.187354861269381,0.009730863395182955,0.09864513873061842,0.09864513873061842,2.3015664659500334
2023-08-31,4.249,4.286,4.235,4.244,4.244,0.0,4.210250234131527,0.0015015443548614584,0.038749765868472785,0.038749765868472785,0.9119737789708824
2023-09-01,4.228,4.32,4.165,4.291,4.291,0.0,4.228722887989465,5.225670453136549e-07,0.0007228879894656259,0.0007228879894656259,0.017097634566358228
2023-09-04,,,,,,,,,,,
2023-09-05,4.354,4.387,4.326,4.384,4.384,0.0,4.357249508649072,1.0559306460391045e-05,0.0032495086490715863,0.0032495086490715863,0.07463272046558535
2023-09-06,4.359,4.449,4.357,4.438,4.438,0.0,4.454650291120233,0.00914897819138529,0.09565029112023282,0.09565029112023282,2.1943173003035747
2023-09-07,4.415,4.449,4.378,4.38,4.38,0.0,4.314550761886344,0.010090049437613989,0.10044923811365614,0.10044923811365614,2.2751809312266396
2023-09-08,4.369,4.403,4.334,4.396,4.396,0.0,4.316969714112183,0.002707150649567945,0.052030285887816774,0.052030285887816774,1.1908969074803564
2023-09-11,4.407,4.426,4.399,4.414,4.414,0.0,4.349749949853417,0.0032775682417862323,0.05725005014658269,0.05725005014658269,1.2990707997863102
2023-09-12,4.419,4.431,4.407,4.41,4.41,0.0,4.410509045575045,7.209630704665082e-05,0.008490954424954289,0.008490954424954289,0.1921465133504026
2023-09-13,4.458,4.497,4.368,4.391,4.391,0.0,4.3858456190689985,0.0052062546875361,0.07215438093100168,0.07215438093100168,1.6185370329968973
2023-09-14,4.359,4.43,4.352,4.419,4.419,0.0,4.412382489327853,0.0028496901668383337,0.053382489327852944,0.053382489327852944,1.2246499042866013
2023-09-15,4.449,4.472,4.426,4.453,4.453,0.0,4.434669252832686,0.00020537031437347747,0.014330747167313973,0.014330747167313973,0.3221116468265672
2023-09-18,4.478,4.495,4.449,4.462,4.462,0.0,4.531218475941521,0.002832206181538257,0.05321847594152107,0.05321847594152107,1.1884429643037309
2023-09-19,4.472,4.521,4.472,4.521,4.521,0.0,4.589718527294129,0.013857651668298441,0.11771852729412835,0.11771852729412835,2.6323463169527805
2023-09-20,4.483,4.547,4.456,4.515,4.515,0.0,4.484976780766302,3.907662198022531e-06,0.001976780766302255,0.001976780766302255,0.044095042745979376
2023-09-21,4.63,4.652,4.598,4.616,4.616,0.0,4.723633367994313,0.008767207601958414,0.09363336799431288,0.09363336799431288,2.0223189631601057
